DogID,Weight (kg),Date,Hour,Behaviour Pattern,Activity Level (steps),Heart Rate (bpm),Calorie Burn,Temperature (C),Food Intake (calories),Water Intake (ml),Breathing Rate (breaths/min),Barking Frequency
CANINE001,7.4546,09-10-2022,8,Sleeping,0,110,1.0,27.4,0.0,0.0,20,None
CANINE001,7.4546,09-10-2022,9,Walking,638,126,21.0,33.5,0.0,0.0,28,Low
CANINE001,7.4546,09-10-2022,10,Normal,224,108,7.7,26.7,0.0,57.7,22,None
CANINE001,7.4546,09-10-2022,11,Eating,200,114,9.0,27.2,142.0,141.7,26,None
CANINE001,7.4546,09-10-2022,12,Normal,524,110,17.6,26.0,0.0,54.3,23,None
CANINE001,7.4546,09-10-2022,13,Sleeping,0,105,2.0,25.8,0.0,0.0,19,None
CANINE001,7.4546,09-10-2022,14,Playing,1242,133,38.0,29.6,0.0,0.0,36,High
CANINE001,7.4546,09-10-2022,15,Walking,3061,125,94.3,32.4,0.0,0.0,30,None
CANINE001,7.4546,09-10-2022,16,Walking,780,123,25.3,32.4,0.0,0.0,28,Low
CANINE001,7.4546,09-10-2022,17,Normal,332,116,11.9,25.9,0.0,51.9,23,Low
CANINE001,7.4546,09-10-2022,18,Eating,255,107,10.6,26.3,174.0,119.8,26,None
CANINE001,7.4546,09-10-2022,19,Playing,1177,112,37.1,28.7,0.0,0.0,36,High
CANINE001,7.4546,09-10-2022,20,Normal,298,109,9.9,26.3,0.0,22.9,20,Low
CANINE001,7.4546,09-10-2022,21,Normal,437,107,14.0,28.3,0.0,5.1,22,None
CANINE001,7.4546,09-10-2022,22,Playing,1308,125,41.0,28.7,0.0,0.0,24,High
CANINE001,7.4546,09-10-2022,23,Sleeping,0,109,1.0,25.6,0.0,0.0,20,None
CANINE001,7.4494,10-10-2022,0,Sleeping,0,112,3.0,26.9,0.0,0.0,17,None
CANINE001,7.4494,10-10-2022,1,Sleeping,0,102,1.0,25.4,0.0,0.0,17,None
CANINE001,7.4494,10-10-2022,2,Sleeping,0,105,2.0,27.5,0.0,0.0,17,None
CANINE001,7.4494,10-10-2022,3,Sleeping,0,106,1.0,25.4,0.0,0.0,16,None
CANINE001,7.4494,10-10-2022,4,Sleeping,0,105,1.0,25.7,0.0,0.0,17,None
CANINE001,7.4494,10-10-2022,5,Sleeping,0,109,3.0,26.3,0.0,0.0,20,None
CANINE001,7.4494,10-10-2022,6,Sleeping,0,103,2.0,26.0,0.0,0.0,19,None
CANINE001,7.4494,10-10-2022,7,Sleeping,0,110,2.0,27.0,0.0,0.0,19,None
CANINE001,7.4494,10-10-2022,8,Eating,250,109,9.4,25.4,163.5,123.2,26,None
CANINE001,7.4494,10-10-2022,9,Walking,740,123,24.1,35.3,0.0,0.0,40,High
CANINE001,7.4494,10-10-2022,10,Normal,210,104,8.3,26.1,0.0,45.7,22,Low
CANINE001,7.4494,10-10-2022,11,Playing,1200,132,37.8,29.6,0.0,0.0,30,High
CANINE001,7.4494,10-10-2022,12,Playing,1115,132,36.2,30.2,0.0,0.0,28,High
CANINE001,7.4494,10-10-2022,13,Normal,149,106,5.4,24.7,0.0,65.3,20,Low
CANINE001,7.4494,10-10-2022,14,Normal,420,103,15.5,25.0,0.0,58.1,24,None
CANINE001,7.4494,10-10-2022,15,Normal,453,112,14.5,26.0,0.0,43.6,17,Low
CANINE001,7.4494,10-10-2022,16,Eating,122,111,4.6,28.4,164.9,56.8,20,None
CANINE001,7.4494,10-10-2022,17,Normal,537,114,17.0,24.5,0.0,10.9,21,Low
CANINE001,7.4494,10-10-2022,18,Sleeping,0,103,1.0,25.4,0.0,0.0,18,None
CANINE001,7.4494,10-10-2022,19,Playing,533,118,18.9,28.7,0.0,0.0,31,High
CANINE001,7.4494,10-10-2022,20,Walking,2689,124,81.1,34.4,0.0,0.0,36,High
CANINE001,7.4494,10-10-2022,21,Sleeping,0,106,1.0,26.9,0.0,0.0,17,None
CANINE001,7.4494,10-10-2022,22,Sleeping,0,108,1.0,25.1,0.0,0.0,20,None
CANINE001,7.4494,10-10-2022,23,Sleeping,0,107,2.0,26.9,0.0,0.0,18,None
CANINE001,7.454,11-10-2022,0,Sleeping,0,112,3.0,25.5,0.0,0.0,16,None
CANINE001,7.454,11-10-2022,1,Sleeping,0,104,1.0,27.3,0.0,0.0,17,None
CANINE001,7.454,11-10-2022,2,Sleeping,0,102,3.0,25.9,0.0,0.0,18,None
CANINE001,7.454,11-10-2022,3,Sleeping,0,112,3.0,24.5,0.0,0.0,18,None
CANINE001,7.454,11-10-2022,4,Sleeping,0,101,2.0,25.4,0.0,0.0,18,None
CANINE001,7.454,11-10-2022,5,Sleeping,0,105,1.0,27.5,0.0,0.0,18,None
CANINE001,7.454,11-10-2022,6,Sleeping,0,104,2.0,26.5,0.0,0.0,20,None
CANINE001,7.454,11-10-2022,7,Sleeping,0,112,1.0,26.8,0.0,0.0,19,None
CANINE001,7.454,11-10-2022,8,Sleeping,0,111,3.0,24.6,0.0,0.0,17,None
CANINE001,7.454,11-10-2022,9,Eating,141,116,5.2,27.0,185.0,100.9,22,None
CANINE001,7.454,11-10-2022,10,Walking,1310,117,42.1,29.9,0.0,0.0,25,Low
CANINE001,7.454,11-10-2022,11,Normal,325,115,11.7,27.8,0.0,41.0,22,None
CANINE001,7.454,11-10-2022,12,Normal,320,109,12.5,25.7,0.0,22.6,20,Low
CANINE001,7.454,11-10-2022,13,Normal,296,107,10.8,27.5,0.0,15.4,22,Low
CANINE001,7.454,11-10-2022,14,Normal,566,114,18.9,27.6,0.0,19.1,16,Low
CANINE001,7.454,11-10-2022,15,Normal,244,113,10.3,28.1,0.0,9.2,24,None
CANINE001,7.454,11-10-2022,16,Eating,238,105,8.1,28.3,174.5,91.2,21,None
CANINE001,7.454,11-10-2022,17,Normal,453,109,15.5,29.0,0.0,54.8,21,Low
CANINE001,7.454,11-10-2022,18,Normal,374,114,12.2,26.4,0.0,1.9,26,None
CANINE001,7.454,11-10-2022,19,Normal,256,107,10.6,28.4,0.0,20.3,27,Low
CANINE001,7.454,11-10-2022,20,Walking,1850,117,57.2,28.7,0.0,0.0,30,None
CANINE001,7.454,11-10-2022,21,Sleeping,0,109,2.0,26.7,0.0,0.0,16,None
CANINE001,7.454,11-10-2022,22,Sleeping,0,106,1.0,26.4,0.0,0.0,17,None
CANINE001,7.454,11-10-2022,23,Sleeping,0,105,1.0,26.1,0.0,0.0,15,None
CANINE001,7.4698,12-10-2022,0,Sleeping,0,104,3.0,27.2,0.0,0.0,20,None
CANINE001,7.4698,12-10-2022,1,Sleeping,0,104,3.0,26.1,0.0,0.0,17,None
CANINE001,7.4698,12-10-2022,2,Sleeping,0,101,3.0,25.7,0.0,0.0,19,None
CANINE001,7.4698,12-10-2022,3,Sleeping,0,103,2.0,25.4,0.0,0.0,19,None
CANINE001,7.4698,12-10-2022,4,Sleeping,0,104,1.0,27.3,0.0,0.0,16,None
CANINE001,7.4698,12-10-2022,5,Sleeping,0,104,2.0,27.1,0.0,0.0,17,None
CANINE001,7.4698,12-10-2022,6,Sleeping,0,103,1.0,26.8,0.0,0.0,15,None
CANINE001,7.4698,12-10-2022,7,Sleeping,0,111,2.0,24.6,0.0,0.0,18,None
CANINE001,7.4698,12-10-2022,8,Sleeping,0,108,2.0,26.3,0.0,0.0,17,None
CANINE001,7.4698,12-10-2022,9,Eating,215,105,7.4,27.3,137.5,75.9,23,None
CANINE001,7.4698,12-10-2022,10,Walking,3041,116,91.9,30.6,0.0,0.0,32,Low
CANINE001,7.4698,12-10-2022,11,Normal,411,107,15.3,28.3,0.0,11.9,28,None
CANINE001,7.4698,12-10-2022,12,Normal,347,111,11.4,26.4,0.0,26.5,19,Low
CANINE001,7.4698,12-10-2022,13,Sleeping,0,112,3.0,25.8,0.0,0.0,18,None
CANINE001,7.4698,12-10-2022,14,Sleeping,0,112,3.0,26.5,0.0,0.0,15,None
CANINE001,7.4698,12-10-2022,15,Normal,192,108,7.7,27.1,0.0,9.9,20,None
CANINE001,7.4698,12-10-2022,16,Eating,174,105,8.2,26.9,208.8,105.7,26,None
CANINE001,7.4698,12-10-2022,17,Normal,415,110,13.4,27.9,0.0,1.0,23,Low
CANINE001,7.4698,12-10-2022,18,Normal,305,106,12.1,28.0,0.0,64.9,19,None
CANINE001,7.4698,12-10-2022,19,Walking,2731,134,84.6,34.3,0.0,0.0,26,None
CANINE001,7.4698,12-10-2022,20,Normal,526,104,17.7,24.5,0.0,46.0,19,Low
CANINE001,7.4698,12-10-2022,21,Normal,512,112,17.3,25.6,0.0,20.1,20,None
CANINE001,7.4698,12-10-2022,22,Normal,199,102,6.9,27.1,0.0,40.5,23,None
CANINE001,7.4698,12-10-2022,23,Sleeping,0,106,3.0,25.8,0.0,0.0,15,None
CANINE001,7.4729,13-10-2022,0,Sleeping,0,109,3.0,25.2,0.0,0.0,17,None
CANINE001,7.4729,13-10-2022,1,Sleeping,0,109,1.0,25.0,0.0,0.0,17,None
CANINE001,7.4729,13-10-2022,2,Sleeping,0,110,1.0,26.6,0.0,0.0,18,None
CANINE001,7.4729,13-10-2022,3,Sleeping,0,107,2.0,25.6,0.0,0.0,17,None
CANINE001,7.4729,13-10-2022,4,Sleeping,0,103,1.0,24.7,0.0,0.0,17,None
CANINE001,7.4729,13-10-2022,5,Sleeping,0,106,2.0,25.4,0.0,0.0,19,None
CANINE001,7.4729,13-10-2022,6,Sleeping,0,108,1.0,24.9,0.0,0.0,16,None
CANINE001,7.4729,13-10-2022,7,Sleeping,0,106,2.0,26.2,0.0,0.0,20,None
CANINE001,7.4729,13-10-2022,8,Eating,174,106,6.2,28.2,119.7,50.4,24,None
CANINE001,7.4729,13-10-2022,9,Walking,1119,135,35.4,32.5,0.0,0.0,38,Low
CANINE001,7.4729,13-10-2022,10,Playing,1183,120,36.4,30.9,0.0,0.0,27,Low
CANINE001,7.4729,13-10-2022,11,Normal,105,112,4.1,27.3,0.0,2.4,22,None
CANINE001,7.4729,13-10-2022,12,Playing,735,125,25.0,28.8,0.0,0.0,23,Medium
CANINE001,7.4729,13-10-2022,13,Normal,399,107,12.9,29.2,0.0,58.4,20,None
CANINE001,7.4729,13-10-2022,14,Playing,732,121,24.9,27.6,0.0,0.0,31,High
CANINE001,7.4729,13-10-2022,15,Normal,234,111,8.0,28.6,0.0,42.5,19,Low
CANINE001,7.4729,13-10-2022,16,Normal,206,103,9.2,25.6,0.0,13.8,22,Low
CANINE001,7.4729,13-10-2022,17,Eating,189,109,8.6,27.1,155.1,100.2,25,None
CANINE001,7.4729,13-10-2022,18,Playing,775,131,26.2,31.1,0.0,0.0,31,Medium
CANINE001,7.4729,13-10-2022,19,Normal,315,110,10.4,26.0,0.0,64.9,27,None
CANINE001,7.4729,13-10-2022,20,Walking,2727,114,82.5,30.6,0.0,0.0,33,Medium
CANINE001,7.4729,13-10-2022,21,Normal,265,106,9.9,27.4,0.0,36.7,24,None
CANINE001,7.4729,13-10-2022,22,Playing,1067,125,33.9,30.4,0.0,0.0,21,Low
CANINE001,7.4729,13-10-2022,23,Sleeping,0,109,2.0,25.5,0.0,0.0,15,None
CANINE001,7.4633,14-10-2022,0,Sleeping,0,105,2.0,24.6,0.0,0.0,17,None
CANINE001,7.4633,14-10-2022,1,Sleeping,0,103,1.0,25.1,0.0,0.0,20,None
CANINE001,7.4633,14-10-2022,2,Sleeping,0,105,1.0,27.1,0.0,0.0,17,None
CANINE001,7.4633,14-10-2022,3,Sleeping,0,108,2.0,25.4,0.0,0.0,18,None
CANINE001,7.4633,14-10-2022,4,Sleeping,0,113,3.0,26.6,0.0,0.0,17,None
CANINE001,7.4633,14-10-2022,5,Sleeping,0,110,2.0,25.6,0.0,0.0,20,None
CANINE001,7.4633,14-10-2022,6,Sleeping,0,101,2.0,26.7,0.0,0.0,16,None
CANINE001,7.4633,14-10-2022,7,Sleeping,0,111,2.0,26.0,0.0,0.0,19,None
CANINE001,7.4633,14-10-2022,8,Eating,282,115,9.4,27.1,153.7,102.1,27,None
CANINE001,7.4633,14-10-2022,9,Walking,1089,113,35.5,33.8,0.0,0.0,37,Medium
CANINE001,7.4633,14-10-2022,10,Playing,1533,129,48.8,28.9,0.0,0.0,29,Low
CANINE001,7.4633,14-10-2022,11,Normal,496,105,15.8,27.3,0.0,39.6,24,Low
CANINE001,7.4633,14-10-2022,12,Playing,1460,119,44.6,31.1,0.0,0.0,28,Medium
CANINE001,7.4633,14-10-2022,13,Playing,659,120,20.7,28.6,0.0,0.0,25,Low
CANINE001,7.4633,14-10-2022,14,Normal,394,112,12.8,28.2,0.0,39.0,28,None
CANINE001,7.4633,14-10-2022,15,Playing,506,133,18.1,30.2,0.0,0.0,27,High
CANINE001,7.4633,14-10-2022,16,Normal,363,110,12.8,27.1,0.0,35.1,25,Low
CANINE001,7.4633,14-10-2022,17,Eating,296,110,11.8,26.1,204.2,107.5,21,None
CANINE001,7.4633,14-10-2022,18,Normal,467,108,16.9,24.9,0.0,21.7,25,Low
CANINE001,7.4633,14-10-2022,19,Normal,357,104,12.7,26.0,0.0,62.0,26,None
CANINE001,7.4633,14-10-2022,20,Walking,2171,122,65.8,32.0,0.0,0.0,30,High
CANINE001,7.4633,14-10-2022,21,Normal,205,115,9.1,28.1,0.0,18.5,22,Low
CANINE001,7.4633,14-10-2022,22,Playing,1232,133,38.8,30.3,0.0,0.0,22,Medium
CANINE001,7.4633,14-10-2022,23,Sleeping,0,104,3.0,25.5,0.0,0.0,17,None
CANINE001,7.459,15-10-2022,0,Sleeping,0,103,3.0,25.9,0.0,0.0,20,None
CANINE001,7.459,15-10-2022,1,Sleeping,0,108,2.0,25.6,0.0,0.0,18,None
CANINE001,7.459,15-10-2022,2,Sleeping,0,105,3.0,25.4,0.0,0.0,20,None
CANINE001,7.459,15-10-2022,3,Sleeping,0,107,3.0,27.3,0.0,0.0,16,None
CANINE001,7.459,15-10-2022,4,Sleeping,0,110,2.0,27.2,0.0,0.0,19,None
CANINE001,7.459,15-10-2022,5,Sleeping,0,108,1.0,24.6,0.0,0.0,17,None
CANINE001,7.459,15-10-2022,6,Sleeping,0,104,1.0,26.7,0.0,0.0,16,None
CANINE001,7.459,15-10-2022,7,Sleeping,0,109,1.0,25.8,0.0,0.0,16,None
CANINE001,7.459,15-10-2022,8,Sleeping,0,105,2.0,27.5,0.0,0.0,16,None
CANINE001,7.459,15-10-2022,9,Walking,1549,116,48.2,34.4,0.0,0.0,35,High
CANINE001,7.459,15-10-2022,10,Normal,453,110,16.5,27.0,0.0,18.0,17,Low
CANINE001,7.459,15-10-2022,11,Eating,225,113,9.7,28.9,198.2,54.0,25,None
CANINE001,7.459,15-10-2022,12,Normal,398,107,14.9,24.9,0.0,46.1,21,None
CANINE001,7.459,15-10-2022,13,Normal,343,102,12.2,29.2,0.0,29.4,28,Low
CANINE001,7.459,15-10-2022,14,Normal,470,110,16.0,26.3,0.0,24.5,24,None
CANINE001,7.459,15-10-2022,15,Walking,1313,128,40.2,33.3,0.0,0.0,36,None
CANINE001,7.459,15-10-2022,16,Walking,1087,123,33.4,28.8,0.0,0.0,30,Low
CANINE001,7.459,15-10-2022,17,Normal,499,109,16.9,25.8,0.0,27.0,17,None
CANINE001,7.459,15-10-2022,18,Normal,269,113,9.0,26.1,0.0,64.3,18,Low
CANINE001,7.459,15-10-2022,19,Eating,268,109,11.0,27.0,203.6,129.0,18,None
CANINE001,7.459,15-10-2022,20,Playing,1440,125,45.0,29.9,0.0,0.0,26,High
CANINE001,7.459,15-10-2022,21,Normal,364,114,13.9,29.1,0.0,28.1,19,Low
CANINE001,7.459,15-10-2022,22,Normal,193,113,6.8,27.8,0.0,33.9,22,None
CANINE001,7.459,15-10-2022,23,Normal,425,111,13.7,27.2,0.0,22.3,18,None
CANINE001,7.4689,16-10-2022,0,Sleeping,0,111,2.0,26.6,0.0,0.0,17,None
CANINE001,7.4689,16-10-2022,1,Sleeping,0,112,1.0,25.9,0.0,0.0,15,None
CANINE001,7.4689,16-10-2022,2,Sleeping,0,104,2.0,24.6,0.0,0.0,15,None
CANINE001,7.4689,16-10-2022,3,Sleeping,0,111,2.0,26.6,0.0,0.0,20,None
CANINE001,7.4689,16-10-2022,4,Sleeping,0,111,3.0,26.9,0.0,0.0,16,None
CANINE001,7.4689,16-10-2022,5,Sleeping,0,102,3.0,26.9,0.0,0.0,17,None
CANINE001,7.4689,16-10-2022,6,Sleeping,0,111,3.0,26.0,0.0,0.0,19,None
CANINE001,7.4689,16-10-2022,7,Sleeping,0,103,3.0,26.1,0.0,0.0,17,None
CANINE001,7.4689,16-10-2022,8,Sleeping,0,102,3.0,25.9,0.0,0.0,15,None
CANINE001,7.4689,16-10-2022,9,Walking,933,128,30.9,30.9,0.0,0.0,34,None
CANINE001,7.4689,16-10-2022,10,Playing,1163,121,37.7,28.7,0.0,0.0,32,High
CANINE001,7.4689,16-10-2022,11,Eating,344,105,11.3,25.5,153.2,52.6,25,None
CANINE001,7.4689,16-10-2022,12,Normal,408,104,15.2,25.9,0.0,37.1,21,None
CANINE001,7.4689,16-10-2022,13,Playing,1269,122,39.9,28.9,0.0,0.0,31,Low
CANINE001,7.4689,16-10-2022,14,Walking,1323,123,42.5,33.5,0.0,0.0,32,None
CANINE001,7.4689,16-10-2022,15,Walking,1976,114,62.0,33.5,0.0,0.0,26,High
CANINE001,7.4689,16-10-2022,16,Normal,373,110,12.1,28.6,0.0,29.3,17,None
CANINE001,7.4689,16-10-2022,17,Eating,163,114,5.9,26.2,170.5,167.1,24,None
CANINE001,7.4689,16-10-2022,18,Normal,417,107,15.5,27.2,0.0,49.7,19,None
CANINE001,7.4689,16-10-2022,19,Playing,1311,116,41.2,30.2,0.0,0.0,31,Low
CANINE001,7.4689,16-10-2022,20,Playing,1247,123,38.3,31.2,0.0,0.0,29,Low
CANINE001,7.4689,16-10-2022,21,Normal,560,112,17.7,27.5,0.0,22.7,22,Low
CANINE001,7.4689,16-10-2022,22,Normal,382,107,12.4,27.6,0.0,15.4,22,Low
CANINE001,7.4689,16-10-2022,23,Sleeping,0,112,3.0,27.0,0.0,0.0,17,None
CANINE001,7.458,17-10-2022,0,Sleeping,0,103,3.0,24.7,0.0,0.0,15,None
CANINE001,7.458,17-10-2022,1,Sleeping,0,109,1.0,25.4,0.0,0.0,18,None
CANINE001,7.458,17-10-2022,2,Sleeping,0,101,3.0,25.0,0.0,0.0,17,None
CANINE001,7.458,17-10-2022,3,Sleeping,0,109,2.0,27.0,0.0,0.0,19,None
CANINE001,7.458,17-10-2022,4,Sleeping,0,112,2.0,25.7,0.0,0.0,15,None
CANINE001,7.458,17-10-2022,5,Sleeping,0,102,1.0,27.0,0.0,0.0,20,None
CANINE001,7.458,17-10-2022,6,Sleeping,0,111,2.0,26.6,0.0,0.0,18,None
CANINE001,7.458,17-10-2022,7,Eating,251,102,9.5,28.2,129.5,149.3,22,None
CANINE001,7.458,17-10-2022,8,Walking,1072,121,33.0,31.5,0.0,0.0,38,Low
CANINE001,7.458,17-10-2022,9,Normal,392,105,14.7,26.0,0.0,63.2,18,None
CANINE001,7.458,17-10-2022,10,Playing,687,128,21.5,30.4,0.0,0.0,30,Medium
CANINE001,7.458,17-10-2022,11,Sleeping,0,108,3.0,27.3,0.0,0.0,16,None
CANINE001,7.458,17-10-2022,12,Normal,346,111,12.3,25.9,0.0,7.4,27,Low
CANINE001,7.458,17-10-2022,13,Playing,1545,127,49.1,29.4,0.0,0.0,24,Low
CANINE001,7.458,17-10-2022,14,Normal,172,116,6.1,27.0,0.0,22.6,21,None
CANINE001,7.458,17-10-2022,15,Playing,524,116,17.6,29.0,0.0,0.0,31,Medium
CANINE001,7.458,17-10-2022,16,Normal,388,109,13.6,25.4,0.0,6.0,22,None
CANINE001,7.458,17-10-2022,17,Eating,160,115,5.8,25.6,142.0,101.3,26,None
CANINE001,7.458,17-10-2022,18,Normal,378,116,12.3,28.2,0.0,17.8,18,Low
CANINE001,7.458,17-10-2022,19,Walking,2560,120,77.4,31.0,0.0,0.0,26,High
CANINE001,7.458,17-10-2022,20,Sleeping,0,109,2.0,26.7,0.0,0.0,17,None
CANINE001,7.458,17-10-2022,21,Sleeping,0,104,2.0,25.3,0.0,0.0,15,None
CANINE001,7.458,17-10-2022,22,Sleeping,0,103,3.0,27.2,0.0,0.0,16,None
CANINE001,7.458,17-10-2022,23,Sleeping,0,106,3.0,25.2,0.0,0.0,20,None
CANINE001,7.4543,18-10-2022,0,Sleeping,0,107,2.0,26.4,0.0,0.0,16,None
CANINE001,7.4543,18-10-2022,1,Sleeping,0,107,3.0,25.0,0.0,0.0,16,None
CANINE001,7.4543,18-10-2022,2,Sleeping,0,103,2.0,26.7,0.0,0.0,15,None
CANINE001,7.4543,18-10-2022,3,Sleeping,0,101,3.0,25.6,0.0,0.0,20,None
CANINE001,7.4543,18-10-2022,4,Sleeping,0,107,2.0,27.4,0.0,0.0,15,None
CANINE001,7.4543,18-10-2022,5,Sleeping,0,105,1.0,26.6,0.0,0.0,17,None
CANINE001,7.4543,18-10-2022,6,Sleeping,0,111,2.0,25.0,0.0,0.0,17,None
CANINE001,7.4543,18-10-2022,7,Sleeping,0,104,2.0,27.1,0.0,0.0,18,None
CANINE001,7.4543,18-10-2022,8,Sleeping,0,112,2.0,24.7,0.0,0.0,18,None
CANINE001,7.4543,18-10-2022,9,Eating,334,108,13.0,29.5,177.4,154.0,24,None
CANINE001,7.4543,18-10-2022,10,Walking,776,117,24.1,33.0,0.0,0.0,33,None
CANINE001,7.4543,18-10-2022,11,Normal,592,107,20.7,27.2,0.0,47.0,26,None
CANINE001,7.4543,18-10-2022,12,Normal,255,110,8.6,27.4,0.0,29.1,17,None
CANINE001,7.4543,18-10-2022,13,Normal,481,113,17.3,28.8,0.0,47.4,21,None
CANINE001,7.4543,18-10-2022,14,Playing,1164,133,35.7,30.3,0.0,0.0,33,Low
CANINE001,7.4543,18-10-2022,15,Normal,372,108,14.1,27.6,0.0,31.0,19,Low
CANINE001,7.4543,18-10-2022,16,Eating,212,105,7.3,28.1,115.4,65.3,22,None
CANINE001,7.4543,18-10-2022,17,Normal,454,117,16.5,25.9,0.0,10.5,18,None
CANINE001,7.4543,18-10-2022,18,Normal,289,113,9.6,28.7,0.0,7.7,22,Low
CANINE001,7.4543,18-10-2022,19,Walking,3148,121,96.9,30.3,0.0,0.0,35,High
CANINE001,7.4543,18-10-2022,20,Playing,827,137,26.7,29.8,0.0,0.0,30,High
CANINE001,7.4543,18-10-2022,21,Normal,475,112,15.2,27.5,0.0,23.7,18,Low
CANINE001,7.4543,18-10-2022,22,Playing,1222,137,39.4,30.5,0.0,0.0,31,Low
CANINE001,7.4543,18-10-2022,23,Sleeping,0,106,1.0,27.1,0.0,0.0,15,None
CANINE001,7.4449,19-10-2022,0,Sleeping,0,102,3.0,24.6,0.0,0.0,17,None
CANINE001,7.4449,19-10-2022,1,Sleeping,0,111,2.0,25.9,0.0,0.0,17,None
CANINE001,7.4449,19-10-2022,2,Sleeping,0,103,3.0,25.5,0.0,0.0,15,None
CANINE001,7.4449,19-10-2022,3,Sleeping,0,109,3.0,24.9,0.0,0.0,19,None
CANINE001,7.4449,19-10-2022,4,Sleeping,0,113,2.0,25.4,0.0,0.0,16,None
CANINE001,7.4449,19-10-2022,5,Sleeping,0,103,1.0,24.7,0.0,0.0,19,None
CANINE001,7.4449,19-10-2022,6,Sleeping,0,103,1.0,26.0,0.0,0.0,15,None
CANINE001,7.4449,19-10-2022,7,Sleeping,0,112,3.0,27.4,0.0,0.0,16,None
CANINE001,7.4449,19-10-2022,8,Eating,178,103,7.3,24.6,116.1,147.8,23,None
CANINE001,7.4449,19-10-2022,9,Walking,2969,128,90.4,34.4,0.0,0.0,23,Medium
CANINE001,7.4449,19-10-2022,10,Normal,360,115,12.7,27.5,0.0,34.4,19,Low
CANINE001,7.4449,19-10-2022,11,Playing,1544,135,48.0,28.6,0.0,0.0,35,High
CANINE001,7.4449,19-10-2022,12,Normal,483,106,17.4,24.9,0.0,39.1,24,Low
CANINE001,7.4449,19-10-2022,13,Playing,869,135,26.9,28.3,0.0,0.0,32,Low
CANINE001,7.4449,19-10-2022,14,Normal,159,116,6.7,26.8,0.0,22.1,18,None
CANINE001,7.4449,19-10-2022,15,Sleeping,0,103,3.0,26.7,0.0,0.0,18,None
CANINE001,7.4449,19-10-2022,16,Eating,79,107,5.4,27.4,124.4,163.1,24,None
CANINE001,7.4449,19-10-2022,17,Normal,523,108,18.6,27.4,0.0,32.9,27,None
CANINE001,7.4449,19-10-2022,18,Sleeping,0,106,2.0,25.6,0.0,0.0,20,None
CANINE001,7.4449,19-10-2022,19,Walking,1206,125,36.9,33.3,0.0,0.0,32,Medium
CANINE001,7.4449,19-10-2022,20,Playing,1244,132,38.0,29.5,0.0,0.0,34,High
CANINE001,7.4449,19-10-2022,21,Normal,272,110,11.1,28.5,0.0,59.9,22,None
CANINE001,7.4449,19-10-2022,22,Normal,291,106,10.7,28.0,0.0,65.2,24,Low
CANINE001,7.4449,19-10-2022,23,Sleeping,0,107,2.0,26.0,0.0,0.0,17,None
CANINE001,7.43,20-10-2022,0,Sleeping,0,111,1.0,27.5,0.0,0.0,16,None
CANINE001,7.43,20-10-2022,1,Sleeping,0,108,1.0,24.9,0.0,0.0,19,None
CANINE001,7.43,20-10-2022,2,Sleeping,0,103,3.0,24.5,0.0,0.0,15,None
CANINE001,7.43,20-10-2022,3,Sleeping,0,103,2.0,26.4,0.0,0.0,19,None
CANINE001,7.43,20-10-2022,4,Sleeping,0,110,2.0,26.2,0.0,0.0,15,None
CANINE001,7.43,20-10-2022,5,Sleeping,0,112,3.0,24.7,0.0,0.0,18,None
CANINE001,7.43,20-10-2022,6,Sleeping,0,105,1.0,25.5,0.0,0.0,16,None
CANINE001,7.43,20-10-2022,7,Sleeping,0,107,3.0,26.3,0.0,0.0,17,None
CANINE001,7.43,20-10-2022,8,Eating,359,109,11.7,29.0,138.7,139.7,18,None
CANINE001,7.43,20-10-2022,9,Walking,2586,135,78.9,30.5,0.0,0.0,36,Medium
CANINE001,7.43,20-10-2022,10,Sleeping,0,109,2.0,25.8,0.0,0.0,16,None
CANINE001,7.43,20-10-2022,11,Normal,229,112,8.8,24.7,0.0,65.4,20,None
CANINE001,7.43,20-10-2022,12,Playing,1145,134,36.0,29.9,0.0,0.0,32,High
CANINE001,7.43,20-10-2022,13,Sleeping,0,107,3.0,25.9,0.0,0.0,20,None
CANINE001,7.43,20-10-2022,14,Playing,925,127,30.5,31.4,0.0,0.0,31,Low
CANINE001,7.43,20-10-2022,15,Normal,443,104,14.2,25.5,0.0,8.1,16,Low
CANINE001,7.43,20-10-2022,16,Eating,312,113,11.3,26.8,139.5,95.5,24,None
CANINE001,7.43,20-10-2022,17,Normal,175,102,6.2,25.5,0.0,28.0,22,None
CANINE001,7.43,20-10-2022,18,Normal,228,103,9.8,25.7,0.0,13.1,23,Low
CANINE001,7.43,20-10-2022,19,Normal,398,108,14.8,28.5,0.0,64.7,17,Low
CANINE001,7.43,20-10-2022,20,Walking,634,128,20.8,30.4,0.0,0.0,33,High
CANINE001,7.43,20-10-2022,21,Normal,503,107,17.9,26.2,0.0,61.2,24,None
CANINE001,7.43,20-10-2022,22,Playing,877,117,28.1,28.3,0.0,0.0,30,Medium
CANINE001,7.43,20-10-2022,23,Sleeping,0,106,2.0,26.9,0.0,0.0,17,None
CANINE001,7.4256,21-10-2022,0,Sleeping,0,111,3.0,25.4,0.0,0.0,20,None
CANINE001,7.4256,21-10-2022,1,Sleeping,0,108,1.0,25.6,0.0,0.0,20,None
CANINE001,7.4256,21-10-2022,2,Sleeping,0,111,3.0,26.9,0.0,0.0,20,None
